  0.519651E+00  0.231432E+06  0.230265E+06 -0.185150E-01  0.254284E-01  0.000000E+00  0.231237E+06
  0.580719E+00  0.194332E+06  0.193353E+06 -0.115062E-01  0.188061E-01  0.000000E+00  0.194168E+06
  0.648965E+00  0.162900E+06  0.162080E+06 -0.805532E-02  0.107427E-01  0.000000E+00  0.162763E+06
  0.725231E+00  0.136346E+06  0.135659E+06 -0.545422E-02  0.756006E-02  0.000000E+00  0.136231E+06
  0.810459E+00  0.113952E+06  0.113378E+06 -0.361939E-02  0.490791E-02  0.000000E+00  0.113856E+06
  0.905704E+00  0.951008E+05  0.946222E+05 -0.242894E-02  0.296210E-02  0.000000E+00  0.950209E+05
  0.101214E+01  0.792642E+05  0.788653E+05 -0.162158E-02  0.194513E-02  0.000000E+00  0.791975E+05
  0.113109E+01  0.659802E+05  0.656482E+05 -0.108042E-02  0.158971E-02  0.000000E+00  0.659247E+05
  0.126401E+01  0.548570E+05  0.545811E+05 -0.719359E-03  0.815833E-03  0.000000E+00  0.548109E+05
  0.141256E+01  0.455570E+05  0.453278E+05 -0.478356E-03  0.579235E-03  0.000000E+00  0.455187E+05
  0.157856E+01  0.377924E+05  0.376023E+05 -0.317754E-03  0.432814E-03  0.000000E+00  0.377606E+05
  0.176407E+01  0.313188E+05  0.311613E+05 -0.210855E-03  0.219290E-03  0.000000E+00  0.312925E+05
  0.197138E+01  0.259287E+05  0.257983E+05 -0.139781E-03  0.209382E-03  0.000000E+00  0.259069E+05
  0.220306E+01  0.214461E+05  0.213382E+05 -0.925770E-04  0.109686E-03  0.000000E+00  0.214281E+05
